         55880329 function calls (55871021 primitive calls) in 89.639 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
        2    0.000    0.000    0.000    0.000 pythonapi.py:866(gil_release)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:212(mangle)
        2    0.000    0.000    0.000    0.000 {built-in method numba._dynfunc.make_function}
       46    0.000    0.000    0.000    0.000 ffi.py:195(__enter__)
        4    0.000    0.000    0.000    0.000 cgutils.py:611(_loop_nest)
        4    0.000    0.000    0.000    0.000 ir.py:63(__str__)
       22    0.000    0.000    0.000    0.000 postproc.py:34(__init__)
        2    0.000    0.000    0.000    0.000 base.py:807(get_struct_type)
        2    0.000    0.000    0.000    0.000 boxing.py:60(box_float)
        4    0.000    0.000    0.000    0.000 context.py:47(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:90(get_lines)
        2    0.000    0.000    0.000    0.000 ir_utils.py:2013(warn_deprecated)
        4    0.000    0.000    0.000    0.000 ir_utils.py:2034(resolve_func_from_module)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1298(get_null_object)
       38    0.000    0.000    0.000    0.000 byteflow.py:1382(backbone)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1354(get_return_type)
        2    0.000    0.000    0.000    0.000 ssa.py:142(<setcomp>)
        6    0.000    0.000    0.000    0.000 ntpath.py:214(basename)
       14    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        6    0.000    0.000    0.000    0.000 removerefctpass.py:18(visit_Call)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:202(<listcomp>)
        2    0.000    0.000    0.118    0.059 compiler.py:601(compile_extra)
        2    0.000    0.000    0.000    0.000 bytecode.py:243(dump)
        2    0.000    0.000    0.000    0.000 npyfuncs.py:727(np_real_sqrt_impl)
        2    0.000    0.000    0.001    0.001 npyimpl.py:478(do_ufunc)
        4    0.000    0.000    0.000    0.000 base.py:1132(push_code_library)
        2    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
        4    0.000    0.000    0.000    0.000 utils.py:84(iteritems)
        4    0.000    0.000    0.000    0.000 utils.py:88(itervalues)
        2    0.000    0.000    0.000    0.000 utils.py:255(__init__)
        2    0.000    0.000    0.016    0.008 lowering.py:233(create_cpython_wrapper)
        2    0.000    0.000    0.000    0.000 lowering.py:668(fold_call_args)
        2    0.000    0.000    0.000    0.000 numbers.py:1238(integer_to_integer)
        2    0.000    0.000    0.001    0.000 ir_utils.py:2091(check_and_legalize_ir)
        2    0.000    0.000    0.000    0.000 pythonapi.py:331(err_write_unraisable)
        4    0.000    0.000    0.000    0.000 controlflow.py:408(_find_exit_points)
       30    0.000    0.000    0.000    0.000 controlflow.py:595(<listcomp>)
        2    0.000    0.000    0.000    0.000 static_getitem.py:57(match)
        2    0.000    0.000    0.000    0.000 byteflow.py:180(find_use_defs)
        2    0.000    0.000    0.000    0.000 byteflow.py:588(op_RETURN_VALUE)
        2    0.000    0.000    0.000    0.000 callconv.py:345(return_value)
       16    0.000    0.000    0.000    0.000 base.py:866(<genexpr>)
       16    0.000    0.000    0.000    0.000 typeinfer.py:990(_mangle_arg_name)
      6/1    0.000    0.000    0.000    0.000 functools.py:722(<listcomp>)
        2    0.000    0.000    0.000    0.000 utils.py:274(__setattr__)
        2    0.000    0.000    0.003    0.001 errors.py:641(__init__)
        2    0.000    0.000    0.000    0.000 byteflow.py:277(op_LOAD_GLOBAL)
       12    0.000    0.000    0.000    0.000 base.py:1183(__init__)
        2    0.000    0.000    0.000    0.000 codegen.py:397(_object_compiled_hook)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1307(_unify_return_types)
        2    0.000    0.000    0.000    0.000 options.py:23(parse_as_flags)
       30    0.000    0.000    0.000    0.000 compiler_machinery.py:220(parse)
        2    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
        4    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        2    0.000    0.000    0.000    0.000 pythonapi.py:229(incref)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1269(alloca_obj)
        2    0.000    0.000    0.000    0.000 interpreter.py:430(insert_block)
       14    0.000    0.000    0.000    0.000 base.py:377(insert_func_defn)
        9    0.000    0.000    0.001    0.000 graph_abs.py:43(get_unemployed)
        2    0.000    0.000    0.000    0.000 inspect.py:171(_has_code_flag)
        2    0.000    0.000    0.000    0.000 ir.py:1322(__init__)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1131(string_from_string)
        2    0.000    0.000    0.000    0.000 controlflow.py:689(_find_in_loops)
        2    0.000    0.000    0.000    0.000 static_raise.py:39(match)
        2    0.000    0.000    0.000    0.000 ir_print.py:59(match)
       16    0.000    0.000    0.000    0.000 callconv.py:536(_get_return_argument)
        4    0.000    0.000    0.000    0.000 cpu.py:41(create_module)
        2    0.000    0.000    0.000    0.000 base.py:142(append)
        2    0.000    0.000    0.012    0.006 codegen.py:513(_finalize_specific)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
       14    0.000    0.000    0.000    0.000 ir_utils.py:1436(require)
        2    0.000    0.000    0.000    0.000 static_getitem.py:13(match)
        2    0.000    0.000    0.000    0.000 pythonapi.py:466(float_from_double)
        4    0.000    0.000    0.000    0.000 core.py:77(double)
        4    0.000    0.000    0.000    0.000 byteflow.py:287(op_LOAD_CONST)
        6    0.000    0.000    0.000    0.000 callconv.py:446(_return_errcode_raw)
        4    0.000    0.000    0.000    0.000 base.py:482(get_data_type)
        8    0.000    0.000    0.000    0.000 typeinfer.py:1010(seed_type)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:74(run_initialization)
        4    0.000    0.000    0.000    0.000 numbers.py:198(_get_power_zerodiv_return)
       34    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       12    0.000    0.000    0.000    0.000 ir.py:560(<genexpr>)
        4    0.000    0.000    0.000    0.000 imputils.py:169(fix_returning_optional)
        8    0.000    0.000    0.000    0.000 pythonapi.py:100(__init__)
        1    0.000    0.000    0.000    0.000 base.py:87(_sort_signatures)
        2    0.000    0.000    0.000    0.000 callwrapper.py:129(<listcomp>)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:1297(__init__)
        4    0.000    0.000    0.000    0.000 npyimpl.py:403(cast)
        4    0.000    0.000    0.000    0.000 abstract.py:424(_literal_init)
        2    0.000    0.000    0.000    0.000 templates.py:94(__repr__)
       38    0.000    0.000    0.000    0.000 models.py:108(inner_types)
        2    0.000    0.000    0.000    0.000 interpreter.py:227(_end_current_block)
       14    0.000    0.000    0.000    0.000 base.py:381(_insert_getattr_defn)
        1    0.000    0.000    0.000    0.000 functools.py:770(_find_impl)
        2    0.000    0.000    0.000    0.000 executionengine.py:65(get_global_value_address)
        6    0.000    0.000    0.000    0.000 utils.py:320(__iter__)
        2    0.000    0.000    0.000    0.000 ir.py:488(getattr)
        4    0.000    0.000    0.000    0.000 ir.py:789(__str__)
        2    0.000    0.000    0.000    0.000 lowering.py:176(extract_function_arguments)
        2    0.000    0.000    0.000    0.000 controlflow.py:488(_find_dominance_frontier)
        2    0.000    0.000    0.000    0.000 byteflow.py:193(propagate_phi_map)
        2    0.000    0.000    0.000    0.000 byteflow.py:292(op_LOAD_ATTR)
       14    0.000    0.000    0.000    0.000 base.py:389(_insert_cast_defn)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:22(is_locked)
       24    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:726(getmodule)
        2    0.000    0.000    0.000    0.000 builder.py:964(phi)
        2    0.000    0.000    0.000    0.000 errors.py:453(flush)
        4    0.000    0.000    0.000    0.000 ir.py:1193(__init__)
        2    0.000    0.000    0.000    0.000 imputils.py:183(user_function)
        2    0.000    0.000    0.000    0.000 lowering.py:654(_cast_var)
        4    0.000    0.000    0.000    0.000 postproc.py:218(remove_dels)
        2    0.000    0.000    0.000    0.000 static_getitem.py:147(match)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:143(_inline_reduction)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:426(run_pass)
       18    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       27    0.000    0.000    0.000    0.000 functools.py:665(<listcomp>)
        2    0.000    0.000    0.000    0.000 context.py:51(__getitem__)
       10    0.000    0.000    0.000    0.000 models.py:52(get_return_type)
        2    0.000    0.000    0.000    0.000 consts.py:18(__init__)
       10    0.000    0.000    0.000    0.000 funcdesc.py:62(<genexpr>)
        8    0.000    0.000    0.000    0.000 removerefctpass.py:51(valid_input)
       10    0.000    0.000    0.000    0.000 cpu.py:88(codegen)
        4    0.000    0.000    0.000    0.000 codegen.py:148(_get_module_for_linking)
        8    0.000    0.000    0.000    0.000 sigutils.py:38(check_type)
        2    0.000    0.000    0.000    0.000 options.py:13(from_dict)
        8    0.000    0.000    0.000    0.000 untyped_passes.py:181(get_analysis_usage)
        2    0.000    0.000    0.001    0.000 ssa.py:26(reconstruct_ssa)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:870(__iter__)
       16    0.000    0.000    0.000    0.000 instructions.py:282(cond)
        2    0.000    0.000    0.000    0.000 ir.py:1414(_reset_analysis_variables)
        2    0.000    0.000    0.000    0.000 lowering.py:124(emit_environment_object)
        2    0.000    0.000    0.000    0.000 compiler.py:485(define_nopython_lowering_pipeline)
       32    0.000    0.000    0.000    0.000 byteflow.py:1143(has_terminated)
       14    0.000    0.000    0.000    0.000 base.py:385(_insert_setattr_defn)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:56(__init__)
       16    0.000    0.000    0.000    0.000 typed_passes.py:24(fallback_context)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 types.py:500(structure_repr)
        6    0.000    0.000    0.000    0.000 instructions.py:534(<genexpr>)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:198(mangle_args)
       34    0.000    0.000    0.000    0.000 byteflow.py:1401(<genexpr>)
       14    0.000    0.000    0.000    0.000 base.py:393(_insert_get_constant_defn)
        2    0.000    0.000    0.000    0.000 codegen.py:683(create_library)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:128(__getitem__)
       28    0.000    0.000    0.000    0.000 types.py:155(_to_string)
        2    0.000    0.000    0.000    0.000 pythonapi.py:108(__init__)
        4    0.000    0.000    0.000    0.000 controlflow.py:261(backbone)
        2    0.000    0.000    0.000    0.000 bytecode.py:164(__init__)
        2    0.000    0.000    0.000    0.000 callwrapper.py:11(__init__)
        8    0.000    0.000    0.000    0.000 callconv.py:530(get_arguments)
        2    0.000    0.000    0.000    0.000 codegen.py:556(resolve)
       38    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 module.py:122(<listcomp>)
        2    0.000    0.000    0.000    0.000 module.py:117(functions)
        2    0.000    0.000    0.000    0.000 numpy_support.py:197(map_arrayscalar_type)
        1    0.000    0.000    0.000    0.000 models.py:342(__init__)
       16    0.000    0.000    0.000    0.000 itanium_mangler.py:140(mangle_type_c)
        6    0.000    0.000    0.000    0.000 callconv.py:491(<listcomp>)
        2    0.000    0.000    0.000    0.000 cpu.py:170(<listcomp>)
        2    0.000    0.000    0.001    0.000 inline_closurecall.py:1301(match)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:1424(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       16    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        2    0.000    0.000    0.000    0.000 ir_utils.py:2080(enforce_no_phis)
        2    0.000    0.000    0.000    0.000 core.py:240(icmp)
        4    0.000    0.000    0.000    0.000 controlflow.py:63(__eq__)
        4    0.000    0.000    0.000    0.000 base.py:293(mangler)
        2    0.000    0.000    0.000    0.000 callwrapper.py:66(emit_cleanup)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:1325(inline_array)
        2    0.000    0.000    0.000    0.000 typed_passes.py:104(legalize_return_type)
        2    0.000    0.000    0.000    0.000 numbers.py:1265(integer_to_float)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
        2    0.000    0.000    0.000    0.000 instructions.py:533(descr)
        2    0.000    0.000    0.001    0.000 errors.py:299(highlight)
        4    0.000    0.000    0.000    0.000 controlflow.py:373(_remove_node_edges)
       14    0.000    0.000    0.000    0.000 callconv.py:539(_get_excinfo_argument)
        8    0.000    0.000    0.000    0.000 typeinfer.py:203(__init__)
        6    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        2    0.000    0.000    0.000    0.000 packer.py:104(from_arguments)
        2    0.000    0.000    0.000    0.000 ir.py:55(from_function_id)
        2    0.000    0.000    0.000    0.000 funcdesc.py:134(_get_function_info)
        2    0.000    0.000    0.000    0.000 registry.py:49(typing_context)
        8    0.000    0.000    0.000    0.000 codegen.py:676(target_data)
        8    0.000    0.000    0.000    0.000 inline_closurecall.py:746(_make_debug_print)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:1417(State)
        6    0.000    0.000    0.000    0.000 numbers.py:19(_int_arith_flags)
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        4    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
        2    0.000    0.000    0.000    0.000 config.py:393(reload_config)
        2    0.000    0.000    0.000    0.000 types.py:175(_to_string)
        2    0.000    0.000    0.000    0.000 cgutils.py:394(insert_pure_function)
        4    0.000    0.000    0.000    0.000 funcdesc.py:12(default_mangler)
        4    0.000    0.000    0.000    0.000 controlflow.py:225(_post_doms)
        2    0.000    0.000    0.000    0.000 static_getitem.py:103(match)
        2    0.000    0.000    0.000    0.000 byteflow.py:252(__init__)
        2    0.000    0.000    0.000    0.000 callconv.py:145(decode_arguments)
        2    0.000    0.000    0.000    0.000 codegen.py:183(create_ir_module)
       24    0.000    0.000    0.000    0.000 typeinfer.py:504(<listcomp>)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:34(__init__)
        2    0.000    0.000    0.000    0.000 types.py:177(<listcomp>)
       14    0.000    0.000    0.000    0.000 templates.py:50(recvr)
        2    0.000    0.000    0.000    0.000 cgutils.py:437(increment_index)
        2    0.000    0.000    0.000    0.000 packer.py:109(<listcomp>)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1160(make_none)
        2    0.000    0.000    0.000    0.000 controlflow.py:277(in_loops)
        2    0.000    0.000    0.000    0.000 weakref.py:328(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:521(cast)
        2    0.000    0.000    0.000    0.000 funcdesc.py:182(from_specialized_function)
        2    0.000    0.000    0.000    0.000 controlflow.py:418(_find_postorder)
        2    0.000    0.000    0.000    0.000 dispatcher.py:230(_compilation_chain_init_hook)
        4    0.000    0.000    0.000    0.000 callconv.py:570(__init__)
       16    0.000    0.000    0.000    0.000 untyped_passes.py:26(fallback_context)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:98(run_pass)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        4    0.000    0.000    0.000    0.000 ir.py:926(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:476(_legalize_withs_cfg)
        2    0.000    0.000    0.000    0.000 interpreter.py:46(__init__)
        6    0.000    0.000    0.000    0.000 inline_closurecall.py:747(debug_print)
        2    0.000    0.000    0.000    0.000 typed_passes.py:344(__init__)
       16    0.000    0.000    0.000    0.000 instructions.py:286(lhs)
        2    0.000    0.000    0.000    0.000 ir.py:1200(copy)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1301(return_none)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:49(require_global_compiler_lock)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        8    0.000    0.000    0.000    0.000 utils.py:258(set)
        4    0.000    0.000    0.000    0.000 controlflow.py:71(__ne__)
        2    0.000    0.000    0.000    0.000 interpreter.py:325(get_global_value)
        4    0.000    0.000    0.000    0.000 interpreter.py:1115(op_BINARY_SUBTRACT)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:62(__init__)
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 errors.py:296(indicate)
        2    0.000    0.000    0.000    0.000 cgutils.py:415(is_null)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1384(from_native_return)
        2    0.000    0.000    0.000    0.000 lowering.py:314(post_block)
       22    0.000    0.000    0.000    0.000 registry.py:10(__init__)
       12    0.000    0.000    0.000    0.000 byteflow.py:60(__init__)
        2    0.000    0.000    0.000    0.000 base.py:811(<listcomp>)
       10    0.000    0.000    0.000    0.000 codegen.py:118(_raise_if_finalized)
        4    0.000    0.000    0.000    0.000 typeinfer.py:104(union)
        8    0.000    0.000    0.000    0.000 compiler_machinery.py:140(add_required)
        1    0.000    0.000   89.639   89.639 <string>:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 errors.py:427(__init__)
        2    0.000    0.000    0.000    0.000 lowering.py:683(<listcomp>)
        6    0.000    0.000    0.000    0.000 funcdesc.py:105(llvm_func_name)
        4    0.000    0.000    0.000    0.000 controlflow.py:197(_exit_points)
        2    0.000    0.000    0.000    0.000 dispatcher.py:180(__exit__)
        2    0.000    0.000    0.000    0.000 interpreter.py:1372(op_CALL_METHOD)
       14    0.000    0.000    0.000    0.000 byteflow.py:1075(get_identity)
        6    0.000    0.000    0.000    0.000 base.py:299(get_env_name)
        2    0.000    0.000    0.000    0.000 callwrapper.py:92(__init__)
        4    0.000    0.000    0.000    0.000 npyimpl.py:311(_unpack_output_types)
        2    0.000    0.000    0.000    0.000 context.py:11(__init__)
       16    0.000    0.000    0.000    0.000 instructions.py:290(rhs)
        2    0.000    0.000    0.000    0.000 instructions.py:529(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:783(__init__)
        2    0.000    0.000    0.000    0.000 pythonapi.py:201(get_env_manager)
        2    0.000    0.000    0.000    0.000 lowering.py:92(post_lower)
        2    0.000    0.000    0.000    0.000 transforms.py:498(find_setupwiths)
        2    0.000    0.000    0.000    0.000 builtins.py:317(constant_dummy)
        4    0.000    0.000    0.000    0.000 codegen.py:599(is_symbol_defined)
        2    0.000    0.000    0.000    0.000 nrt.py:62(library)
        2    0.000    0.000    0.000    0.000 npyimpl.py:344(<listcomp>)
        4    0.000    0.000    0.000    0.000 ntpath.py:706(<listcomp>)
       18    0.000    0.000    0.000    0.000 module.py:222(__iter__)
        2    0.000    0.000    0.000    0.000 context.py:75(finditer)
        2    0.000    0.000    0.000    0.000 context.py:625(unify_types)
        2    0.000    0.000    0.000    0.000 cpu_options.py:37(__bool__)
        2    0.000    0.000    0.000    0.000 removerefctpass.py:15(__init__)
        2    0.000    0.000    0.000    0.000 controlflow.py:229(_idom)
        2    0.000    0.000    0.118    0.059 dispatcher.py:77(compile)
        2    0.000    0.000    0.000    0.000 base.py:41(__init__)
        2    0.000    0.000    0.000    0.000 npyimpl.py:462(<listcomp>)
       16    0.000    0.000    0.000    0.000 context.py:21(_dispose)
        4    0.000    0.000    0.000    0.000 instructions.py:543(add_incoming)
        2    0.000    0.000    0.000    0.000 errors.py:287(code)
        2    0.000    0.000    0.000    0.000 errors.py:293(filename)
        2    0.000    0.000    0.000    0.000 dispatcher.py:176(__enter__)
        1    0.000    0.000    0.000    0.000 base.py:53(_find)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:241(_inline_closure)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:308(<listcomp>)
        2    0.000    0.000    0.000    0.000 context.py:93(match)
       12    0.000    0.000    0.000    0.000 imputils.py:439(impl_ret_untracked)
        2    0.000    0.000    0.000    0.000 controlflow.py:177(dominance_frontier)
        2    0.000    0.000    0.000    0.000 transforms.py:503(find_ranges)
        2    0.000    0.000    0.000    0.000 byteflow.py:1030(op_CALL_METHOD)
        8    0.000    0.000    0.000    0.000 byteflow.py:1248(get_varname)
        4    0.000    0.000    0.000    0.000 byteflow.py:1390(iterliveblocks)
        2    0.000    0.000    0.000    0.000 base.py:672(get_return_value)
        2    0.000    0.000    0.000    0.000 typeinfer.py:693(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:182(isgeneratorfunction)
       12    0.000    0.000    0.000    0.000 utils.py:321(<genexpr>)
        2    0.000    0.000    0.000    0.000 cgutils.py:405(terminate)
       10    0.000    0.000    0.000    0.000 models.py:236(from_return)
        4    0.000    0.000    0.000    0.000 analysis.py:375(Unknown)
        2    0.000    0.000    0.000    0.000 callwrapper.py:198(_simplified_return_type)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1480(sentry_modified_builtin)
        2    0.000    0.000    0.000    0.000 weakref.py:323(__new__)
        2    0.000    0.000    0.000    0.000 types.py:504(<listcomp>)
        8    0.000    0.000    0.000    0.000 abstract.py:435(literal_value)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 context.py:107(__init__)
       24    0.000    0.000    0.000    0.000 models.py:224(as_argument)
        2    0.000    0.000    0.000    0.000 interpreter.py:309(_insert_outgoing_phis)
        2    0.000    0.000    0.000    0.000 callconv.py:104(init_call_helper)
        4    0.000    0.000    0.000    0.000 callwrapper.py:210(debug_print)
        2    0.000    0.000    0.000    0.000 codegen.py:410(_object_getbuffer_hook)
        6    0.000    0.000    0.000    0.000 passes.py:17(_inlining_threshold)
        4    0.000    0.000    0.000    0.000 entrypoints.py:10(init_all)
        2    0.000    0.000    0.000    0.000 npyimpl.py:392(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
       16    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
       10    0.000    0.000    0.000    0.000 values.py:201(_get_reference)
        2    0.000    0.000    0.000    0.000 typeof.py:132(_typeof_numpy_scalar)
        2    0.000    0.000    0.000    0.000 ir.py:948(__init__)
        8    0.000    0.000    0.000    0.000 controlflow.py:79(<listcomp>)
        4    0.000    0.000    0.000    0.000 interpreter.py:1133(op_BINARY_POWER)
       12    0.000    0.000    0.000    0.000 typeinfer.py:679(get_call_signature)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:359(walk)
        4    0.000    0.000    0.000    0.000 ntpath.py:707(<listcomp>)
        2    0.000    0.000    0.000    0.000 types.py:550(_to_string)
        2    0.000    0.000    0.000    0.000 controlflow.py:546(_find_dominators)
        2    0.000    0.000    0.000    0.000 dispatcher.py:290(<listcomp>)
        2    0.000    0.000    0.000    0.000 bytecode.py:23(get_function_object)
        2    0.000    0.000    0.000    0.000 interpreter.py:1369(op_LOAD_METHOD)
        2    0.000    0.000    0.000    0.000 byteflow.py:1027(op_LOAD_METHOD)
        4    0.000    0.000    0.000    0.000 npyfuncs.py:38(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 types.py:484(packed)
        2    0.000    0.000    0.000    0.000 funcdesc.py:16(qualifying_prefix)
        2    0.000    0.000    0.000    0.000 funcdesc.py:75(lookup_globals)
        2    0.000    0.000    0.000    0.000 controlflow.py:149(dominators)
        2    0.000    0.000    0.000    0.000 compiler.py:245(__init__)
        2    0.000    0.000    0.000    0.000 byteflow.py:271(op_NOP)
        2    0.000    0.000    0.000    0.000 npyimpl.py:377(<listcomp>)
        2    0.000    0.000    0.000    0.000 npyimpl.py:398(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        2    0.000    0.000    0.000    0.000 cgutils.py:841(is_pointer)
        8    0.000    0.000    0.000    0.000 debuginfo.py:52(mark_variable)
        2    0.000    0.000    0.000    0.000 controlflow.py:233(_df)
        2    0.000    0.000    0.000    0.000 controlflow.py:424(_dfs_rec)
        2    0.000    0.000    0.000    0.000 byteflow.py:1301(get_outgoing_edgepushed)
        1    0.000    0.000    0.000    0.000 base.py:70(_best_signature)
        2    0.000    0.000    0.000    0.000 codegen.py:350(enable_object_caching)
        2    0.000    0.000    0.000    0.000 npyimpl.py:79(create_iter_indices)
        2    0.000    0.000    0.000    0.000 functools.py:429(_unwrap_partial)
        4    0.000    0.000    0.000    0.000 ir.py:256(__init__)
        4    0.000    0.000    0.000    0.000 controlflow.py:692(<genexpr>)
        2    0.000    0.000    0.000    0.000 controlflow.py:717(__ne__)
        2    0.000    0.000    0.000    0.000 typeinfer.py:182(__init__)
        2    0.000    0.000    0.000    0.000 options.py:10(__init__)
        2    0.000    0.000    0.000    0.000 npyimpl.py:85(store_data)
        2    0.000    0.000    0.000    0.000 npyimpl.py:318(_unpack_output_values)
        4    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 types.py:286(__new__)
        4    0.000    0.000    0.000    0.000 models.py:44(get_data_type)
        2    0.000    0.000    0.000    0.000 ir.py:1263(is_terminated)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1165(borrow_none)
        2    0.000    0.000    0.000    0.000 controlflow.py:221(_in_loops)
        2    0.000    0.000    0.000    0.000 bytecode.py:35(get_code_object)
        2    0.000    0.000    0.000    0.000 interpreter.py:843(<listcomp>)
        2    0.000    0.000    0.000    0.000 byteflow.py:752(<listcomp>)
        2    0.000    0.000    0.000    0.000 typeinfer.py:135(__init__)
        2    0.000    0.000    0.000    0.000 typeinfer.py:893(set_context)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:330(<listcomp>)
        2    0.000    0.000    0.000    0.000 ssa.py:92(<dictcomp>)
        2    0.000    0.000    0.000    0.000 npyimpl.py:88(return_val)
        2    0.000    0.000    0.000    0.000 types.py:524(_wrap_packed)
        2    0.000    0.000    0.000    0.000 module.py:110(get_named_metadata)
        2    0.000    0.000    0.000    0.000 funcdesc.py:123(llvm_cfunc_wrapper_name)
        4    0.000    0.000    0.000    0.000 controlflow.py:284(dead_nodes)
        2    0.000    0.000    0.000    0.000 registry.py:38(target_context)
        8    0.000    0.000    0.000    0.000 interpreter.py:354(code_locals)
        2    0.000    0.000    0.000    0.000 byteflow.py:1136(find_initial_try_block)
        2    0.000    0.000    0.000    0.000 parfor.py:700(has_setup)
        4    0.000    0.000    0.000    0.000 npydecl.py:92(ufunc)
        1    0.000    0.000    0.000    0.000 models.py:214(__init__)
        2    0.000    0.000    0.000    0.000 controlflow.py:201(_doms)
        2    0.000    0.000    0.000    0.000 interpreter.py:1112(op_BINARY_ADD)
        8    0.000    0.000    0.000    0.000 byteflow.py:1386(blocks)
        4    0.000    0.000    0.000    0.000 typeinfer.py:117(get)
        2    0.000    0.000    0.000    0.000 codegen.py:561(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
        2    0.000    0.000    0.000    0.000 utils.py:313(__getitem__)
        2    0.000    0.000    0.000    0.000 context.py:58(__len__)
        2    0.000    0.000    0.000    0.000 context.py:628(keyfunc)
        4    0.000    0.000    0.000    0.000 cgutils.py:605(<lambda>)
        2    0.000    0.000    0.000    0.000 lowering.py:63(init)
        2    0.000    0.000    0.000    0.000 controlflow.py:457(<dictcomp>)
