         20998046 function calls (20938228 primitive calls) in 12.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      4/2    0.000    0.000    0.677    0.339 compiler.py:350(compile_extra)
        4    0.000    0.000    0.001    0.000 compiler.py:439(define_pipelines)
       98    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       17    0.000    0.000    0.000    0.000 packer.py:132(argument_types)
        4    0.000    0.000    0.001    0.000 byteflow.py:161(_prune_phis)
      300    0.000    0.000    0.000    0.000 agents.py:276(is_homeless)
       22    0.000    0.000    0.001    0.000 pythonapi.py:1281(if_object_ok)
       65    0.000    0.000    0.000    0.000 types.py:289(__eq__)
       34    0.000    0.000    0.000    0.000 static_getitem.py:103(match)
      248    0.000    0.000    0.000    0.000 value.py:123(is_function)
       22    0.000    0.000    0.000    0.000 ir.py:826(__str__)
        7    0.000    0.000    0.000    0.000 base.py:307(declare_env_global)
        4    0.000    0.000    0.000    0.000 base.py:397(insert_user_function)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:269(_module_repr)
       16    0.000    0.000    0.005    0.000 linecache.py:37(getlines)
       30    0.000    0.000    0.000    0.000 instructions.py:529(__init__)
      124    0.000    0.000    0.000    0.000 models.py:128(<genexpr>)
       10    0.000    0.000    0.000    0.000 passmanagers.py:102(__init__)
       57    0.000    0.000    0.000    0.000 itanium_mangler.py:106(_fix_lead_digit)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:140(run_pass)
        9    0.000    0.000    0.000    0.000 functions.py:494(__init__)
        5    0.000    0.000    0.002    0.000 listobj.py:213(zfill)
        6    0.000    0.000    0.001    0.000 cgutils.py:1021(muladd_with_overflow)
       34    0.000    0.000    0.000    0.000 inline_closurecall.py:1417(State)
       44    0.000    0.000    0.002    0.000 postproc.py:37(cfg)
       12    0.000    0.000    0.000    0.000 module.py:169(global_variables)
       16    0.000    0.000    0.000    0.000 context.py:215(_resolve_builtin_function_type)
      211    0.000    0.000    0.000    0.000 byteflow.py:1143(has_terminated)
        6    0.000    0.000    0.000    0.000 common.py:67(iterator_type)
        3    0.000    0.000    0.002    0.001 errors.py:27(__init__)
       31    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       24    0.000    0.000    0.000    0.000 module.py:241(_dispose)
       10    0.000    0.000    0.000    0.000 templates.py:160(make_concrete_template)
        2    0.000    0.000    0.000    0.000 removerefctpass.py:23(_rewrite_function)
        8    0.000    0.000    0.000    0.000 typeinfer.py:431(__call__)
       20    0.000    0.000    0.000    0.000 abc.py:84(__new__)
        3    0.000    0.000    0.000    0.000 mathimpl.py:149(float_impl)
      265    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.002    0.001 listobj.py:345(_payload_realloc)
        4    0.000    0.000    0.000    0.000 compiler.py:498(define_typed_pipeline)
        3    0.000    0.000    0.000    0.000 pythonapi.py:263(unpack_tuple)
       34    0.000    0.000    0.000    0.000 ir_print.py:59(match)
       48    0.000    0.000    0.000    0.000 builtins.py:546(generic)
       82    0.000    0.000    0.000    0.000 analysis.py:536(rewrite_array_ndim)
        4    0.000    0.000    0.025    0.006 untyped_passes.py:225(run_pass)
      104    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      128    0.000    0.000    0.000    0.000 compiler.py:278(__setattr__)
       11    0.000    0.000    0.000    0.000 pythonapi.py:488(long_as_longlong)
        4    0.000    0.000    0.099    0.025 codegen.py:141(_optimize_final_module)
       92    0.000    0.000    0.000    0.000 ir.py:1263(is_terminated)
       47    0.000    0.000    0.000    0.000 cgutils.py:228(_get_be_type)
        6    0.000    0.000    0.003    0.000 listobj.py:106(guard_index)
        8    0.000    0.000    0.000    0.000 cgutils.py:621(pack_array)
      123    0.000    0.000    0.000    0.000 typeinfer.py:502(<listcomp>)
       50    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
       27    0.000    0.000    0.000    0.000 cgutils.py:405(terminate)
       82    0.000    0.000    0.000    0.000 types.py:435(__init__)
       68    0.000    0.000    0.000    0.000 templates.py:245(<genexpr>)
       16    0.000    0.000    0.008    0.001 postproc.py:155(_insert_var_dels)
        4    0.000    0.000    0.006    0.001 transforms.py:317(with_lifting)
        4    0.000    0.000    0.000    0.000 base.py:850(compile_subroutine)
       39    0.000    0.000    0.000    0.000 ir.py:1200(copy)
        4    0.000    0.000    0.000    0.000 interpreter.py:174(init_first_block)
      139    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       12    0.000    0.000    0.004    0.000 pprint.py:55(pformat)
       17    0.000    0.000    0.000    0.000 typeinfer.py:1462(typeof_arg)
        2    0.000    0.000    0.000    0.000 templates.py:396(apply)
      183    0.000    0.000    0.000    0.000 misc.py:147(key)
     22/6    0.000    0.000    0.000    0.000 ir_utils.py:394(visit_vars_inner)
       77    0.000    0.000    0.000    0.000 sigutils.py:38(check_type)
       60    0.000    0.000    0.001    0.000 functools.py:738(is_related)
        3    0.000    0.000    0.003    0.001 imputils.py:329(wrapper)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(_module_repr_from_spec)
       89    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       10    0.000    0.000    0.000    0.000 dispatcher.py:278(<listcomp>)
        4    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
       21    0.000    0.000    0.000    0.000 core.py:177(get_global_variable_named)
       14    0.000    0.000    0.002    0.000 listobj.py:183(set_dirty)
       54    0.000    0.000    0.000    0.000 base.py:1168(__getattr__)
        4    0.000    0.000    0.000    0.000 ssa.py:142(<setcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:518(string_at)
        3    0.000    0.000    0.000    0.000 interpreter.py:967(op_FOR_ITER)
        8    0.000    0.000    0.000    0.000 builtins.py:109(generic)
        4    0.000    0.000    0.009    0.002 typed_passes.py:414(run_pass)
       21    0.000    0.000    0.000    0.000 pythonapi.py:375(get_c_object)
       10    0.000    0.000    0.001    0.000 module.py:200(clone)
        4    0.000    0.000    0.004    0.001 ssa.py:132(_find_defs_violators)
       20    0.000    0.000    0.000    0.000 listobj.py:121(incref_value)
       12    0.000    0.000    0.004    0.000 pprint.py:151(pformat)
       11    0.000    0.000    0.000    0.000 pythonapi.py:478(number_long)
       31    0.000    0.000    0.000    0.000 callconv.py:446(_return_errcode_raw)
        8    0.000    0.000    0.000    0.000 context.py:61(register)
        7    0.000    0.000    0.000    0.000 itanium_mangler.py:219(prepend_namespace)
       34    0.000    0.000    0.000    0.000 ir.py:918(__repr__)
      245    0.000    0.000    0.000    0.000 byteflow.py:1401(<genexpr>)
      120    0.000    0.000    0.000    0.000 containers.py:40(key)
       72    0.000    0.000    0.000    0.000 templates.py:356(unpack_opt)
       10    0.000    0.000    0.000    0.000 byteflow.py:555(_op_POP_JUMP_IF)
       14    0.000    0.000    0.001    0.000 boxing.py:35(box_integer)
       24    0.000    0.000    0.000    0.000 builtins.py:532(normalize_1d_index)
      142    0.000    0.000    0.000    0.000 misc.py:119(key)
       58    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
        8    0.000    0.000    0.000    0.000 interpreter.py:750(op_LOAD_DEREF)
        7    0.000    0.000    0.001    0.000 base.py:590(get_getattr)
       10    0.000    0.000    0.000    0.000 codegen.py:707(_pass_manager_builder)
       20    0.000    0.000    0.000    0.000 interpreter.py:697(op_STORE_FAST)
       39    0.000    0.000    0.000    0.000 ir.py:806(__str__)
       26    0.000    0.000    0.000    0.000 core.py:77(double)
       36    0.000    0.000    0.000    0.000 builtins.py:317(constant_dummy)
      108    0.000    0.000    0.000    0.000 npydecl.py:60(<genexpr>)
        8    0.000    0.000    0.000    0.000 ir.py:1088(__init__)
        8    0.000    0.000    0.192    0.024 codegen.py:492(get_pointer_to_function)
        4    0.000    0.000    0.000    0.000 options.py:30(set_flags)
        1    0.000    0.000    0.002    0.002 boxing.py:560(box_list)
        9    0.000    0.000    0.001    0.000 graph_abs.py:62(create_business)
      155    0.000    0.000    0.000    0.000 cgutils.py:231(_cast_member_to_value)
        4    0.000    0.000    0.001    0.000 compiler.py:466(define_nopython_pipeline)
       58    0.000    0.000    0.000    0.000 base.py:1126(active_code_library)
       81    0.000    0.000    0.000    0.000 codegen.py:676(target_data)
        4    0.000    0.000    0.000    0.000 numbers.py:36(int_add_impl)
       10    0.000    0.000    0.000    0.000 transforms.py:13(__init__)
        4    0.000    0.000    0.004    0.001 ir.py:1549(dump_to_string)
        4    0.000    0.000    0.000    0.000 npyimpl.py:68(__init__)
       37    0.000    0.000    0.000    0.000 controlflow.py:277(in_loops)
        4    0.000    0.000    0.006    0.001 untyped_passes.py:246(run_pass)
       13    0.000    0.000    0.000    0.000 pythonapi.py:278(err_occurred)
        3    0.000    0.000    0.000    0.000 typeinfer.py:230(__call__)
       64    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        4    0.000    0.000    0.000    0.000 interpreter.py:88(__init__)
        3    0.000    0.000    0.001    0.000 callwrapper.py:183(get_env)
        6    0.000    0.000    0.000    0.000 pythonapi.py:306(raise_object)
       15    0.000    0.000    0.086    0.006 codegen.py:575(wrapper)
       10    0.000    0.000    0.000    0.000 interpreter.py:724(op_LOAD_ATTR)
       41    0.000    0.000    0.000    0.000 byteflow.py:1390(iterliveblocks)
       10    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
       72    0.000    0.000    0.000    0.000 models.py:683(get_model)
        9    0.000    0.000    0.000    0.000 pythonapi.py:706(list_size)
       22    0.000    0.000    0.000    0.000 listdecl.py:128(generic)
       12    0.000    0.000    0.000    0.000 pprint.py:104(__init__)
      193    0.000    0.000    0.000    0.000 byteflow.py:1087(pc_initial)
       13    0.000    0.000    0.000    0.000 containers.py:256(__unliteral__)
        4    0.000    0.000    0.002    0.000 lowering.py:255(setup_function)
       27    0.000    0.000    0.000    0.000 removerefctpass.py:44(valid_output)
       56    0.000    0.000    0.000    0.000 base.py:377(insert_func_defn)
       88    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       57    0.000    0.000    0.000    0.000 instructions.py:669(<listcomp>)
        8    0.000    0.000    0.000    0.000 containers.py:34(__init__)
       14    0.000    0.000    0.000    0.000 scalars.py:32(__init__)
        6    0.000    0.000    0.001    0.000 listobj.py:68(fix_index)
      109    0.000    0.000    0.000    0.000 templates.py:50(recvr)
       18    0.000    0.000    0.000    0.000 lowering.py:582(cast_result)
        8    0.000    0.000    0.000    0.000 controlflow.py:408(_find_exit_points)
       22    0.000    0.000    0.000    0.000 inline_closurecall.py:143(_inline_reduction)
        3    0.000    0.000    0.003    0.001 tokenize.py:295(detect_encoding)
       41    0.000    0.000    0.000    0.000 types.py:484(packed)
        4    0.000    0.000    0.000    0.000 utils.py:306(__init__)
       16    0.000    0.000    0.001    0.000 cgutils.py:383(alloca_once_value)
       12    0.000    0.000    0.000    0.000 core.py:240(icmp)
       95    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        6    0.000    0.000    0.000    0.000 misc.py:115(__init__)
        4    0.000    0.000    0.003    0.001 base.py:887(call_internal)
       13    0.000    0.000    0.001    0.000 pythonapi.py:1370(c_api_error)
        4    0.000    0.000    0.000    0.000 environment.py:17(from_fndesc)
       10    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
      139    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
        8    0.000    0.000    0.003    0.000 pprint.py:189(_pprint_dict)
       21    0.000    0.000    0.000    0.000 models.py:214(__init__)
       18    0.000    0.000    0.000    0.000 byteflow.py:287(op_LOAD_CONST)
      100    0.000    0.000    0.000    0.000 npydecl.py:113(<genexpr>)
       43    0.000    0.000    0.000    0.000 containers.py:457(is_precise)
        8    0.000    0.000    0.000    0.000 controlflow.py:491(<dictcomp>)
       57    0.000    0.000    0.000    0.000 abstract.py:27(_on_type_disposal)
        6    0.000    0.000    0.000    0.000 arrayobj.py:37(set_range_metadata)
       10    0.000    0.000    0.001    0.000 dispatcher.py:56(fold_argument_types)
        4    0.000    0.000    0.000    0.000 npyimpl.py:161(_prepare_argument)
        4    0.000    0.000    0.000    0.000 ir_utils.py:2080(enforce_no_phis)
       15    0.000    0.000    0.000    0.000 byteflow.py:277(op_LOAD_GLOBAL)
        6    0.000    0.000    0.000    0.000 iterators.py:97(__init__)
        6    0.000    0.000    0.000    0.000 pythonapi.py:324(err_set_none)
        4    0.000    0.000    0.000    0.000 controlflow.py:689(_find_in_loops)
       20    0.000    0.000    0.000    0.000 values.py:360(_get_reference)
       33    0.000    0.000    0.000    0.000 controlflow.py:445(intersect)
       54    0.000    0.000    0.000    0.000 base.py:1183(__init__)
      102    0.000    0.000    0.000    0.000 ufunc_db.py:18(_lazy_init_db)
      149    0.000    0.000    0.000    0.000 misc.py:163(key)
       14    0.000    0.000    0.000    0.000 context.py:47(__init__)
       13    0.000    0.000    0.000    0.000 typeinfer.py:1360(get_state_token)
        4    0.000    0.000    0.004    0.001 ssa.py:68(_fix_ssa_vars)
      138    0.000    0.000    0.000    0.000 ssa.py:97(<listcomp>)
       12    0.000    0.000    0.000    0.000 models.py:509(<listcomp>)
        9    0.000    0.000    0.000    0.000 models.py:916(get_data)
      4/2    0.000    0.000    0.677    0.338 compiler.py:420(_compile_bytecode)
       37    0.000    0.000    0.000    0.000 byteflow.py:1310(<dictcomp>)
       13    0.000    0.000    0.001    0.000 base.py:666(get_returned_value)
        2    0.000    0.000    0.001    0.000 arrayobj.py:279(_getitem_array_single_int)
        5    0.000    0.000    0.000    0.000 cgutils.py:899(memset)
       18    0.000    0.000    0.000    0.000 setdecl.py:168(generic)
      138    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       13    0.000    0.000    0.000    0.000 builder.py:177(__init__)
       12    0.000    0.000    0.001    0.000 context.py:151(refresh)
       35    0.000    0.000    0.000    0.000 dis.py:449(findlinestarts)
       21    0.000    0.000    0.000    0.000 models.py:531(<listcomp>)
       18    0.000    0.000    0.001    0.000 pythonapi.py:87(box)
        1    0.000    0.000    0.003    0.003 listobj.py:341(resize)
        3    0.000    0.000    0.001    0.000 pythonapi.py:204(emit_environment_sentry)
      151    0.000    0.000    0.000    0.000 types.py:335(__str__)
       65    0.000    0.000    0.000    0.000 callconv.py:539(_get_excinfo_argument)
       17    0.000    0.000    0.000    0.000 models.py:182(as_data)
        4    0.000    0.000    0.000    0.000 controlflow.py:706(__eq__)
       56    0.000    0.000    0.000    0.000 base.py:381(_insert_getattr_defn)
       21    0.000    0.000    0.000    0.000 models.py:530(get_argument_type)
        6    0.000    0.000    0.000    0.000 pythonapi.py:923(call_function_objargs)
       56    0.000    0.000    0.000    0.000 base.py:385(_insert_setattr_defn)
       10    0.000    0.000    0.002    0.000 transforms.py:93(populate)
       16    0.000    0.000    0.000    0.000 compiler_machinery.py:218(_debug_init)
       42    0.000    0.000    0.000    0.000 types.py:524(_wrap_packed)
       10    0.000    0.000    0.000    0.000 ir.py:488(getattr)
       15    0.000    0.000    0.000    0.000 interpreter.py:325(get_global_value)
      4/2    0.000    0.000    0.678    0.339 dispatcher.py:84(_compile_cached)
        6    0.000    0.000    0.000    0.000 ssa.py:329(_find_def)
       33    0.000    0.000    0.000    0.000 functions.py:479(__eq__)
        2    0.000    0.000    0.679    0.340 dispatcher.py:337(_compile_for_args)
      110    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
        4    0.000    0.000    0.002    0.001 listobj.py:194(setitem)
       34    0.000    0.000    0.000    0.000 ntpath.py:706(<listcomp>)
       55    0.000    0.000    0.000    0.000 instructions.py:191(return_value)
      102    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      157    0.000    0.000    0.000    0.000 ffi.py:195(__enter__)
        4    0.000    0.000    0.000    0.000 transforms.py:503(find_ranges)
        3    0.000    0.000    0.000    0.000 arraydecl.py:17(get_array_index_type)
       20    0.000    0.000    0.000    0.000 byteflow.py:320(op_STORE_FAST)
        4    0.000    0.000    0.001    0.000 codegen.py:757(_scan_and_fix_unresolved_refs)
       16    0.000    0.000    0.000    0.000 inspect.py:3020(bind)
        6    0.000    0.000    0.001    0.000 pythonapi.py:735(list_setslice)
       64    0.000    0.000    0.000    0.000 controlflow.py:248(entry_point)
       56    0.000    0.000    0.000    0.000 base.py:393(_insert_get_constant_defn)
        6    0.000    0.000    0.001    0.000 listobj.py:78(is_out_of_bounds)
       21    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
       15    0.000    0.000    0.000    0.000 models.py:321(__init__)
        4    0.000    0.000    0.000    0.000 interpreter.py:1210(op_RETURN_VALUE)
      119    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      131    0.000    0.000    0.000    0.000 values.py:559(alignstack)
       10    0.000    0.000    0.000    0.000 byteflow.py:292(op_LOAD_ATTR)
       26    0.000    0.000    0.000    0.000 typeinfer.py:1480(sentry_modified_builtin)
        4    0.000    0.000    0.003    0.001 numbers.py:207(int_power_impl)
       34    0.000    0.000    0.000    0.000 ntpath.py:707(<listcomp>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:197(__init__)
        1    0.000    0.000    0.000    0.000 rangeobj.py:151(iternext)
       14    0.000    0.000    0.000    0.000 ir_utils.py:2034(resolve_func_from_module)
        3    0.000    0.000    0.001    0.000 boxing.py:614(__enter__)
        8    0.000    0.000    0.000    0.000 ffi.py:317(__hash__)
       10    0.000    0.000    0.002    0.000 transforms.py:90(_populate_function_pm)
       10    0.000    0.000    0.000    0.000 types.py:508(<listcomp>)
       99    0.000    0.000    0.000    0.000 interpreter.py:362(code_cellvars)
        4    0.000    0.000    0.000    0.000 byteflow.py:73(__init__)
        3    0.000    0.000    0.000    0.000 listobj.py:135(__init__)
       17    0.000    0.000    0.000    0.000 values.py:276(_get_reference)
       19    0.000    0.000    0.000    0.000 module.py:159(<listcomp>)
        4    0.000    0.000    0.123    0.031 lowering.py:182(lower_normal_function)
        6    0.000    0.000    0.000    0.000 pythonapi.py:283(err_clear)
        4    0.000    0.000    0.002    0.000 base.py:899(call_internal_no_propagate)
        8    0.000    0.000    0.000    0.000 builtins.py:98(generic)
        4    0.000    0.000    0.000    0.000 codegen.py:720(_check_llvm_bugs)
        4    0.000    0.000    0.000    0.000 executionengine.py:77(add_module)
      102    0.000    0.000    0.000    0.000 numpy_support.py:370(<listcomp>)
       12    0.000    0.000    0.001    0.000 core.py:170(add_function)
        1    0.000    0.000    0.000    0.000 dispatcher.py:691(__init__)
       56    0.000    0.000    0.000    0.000 base.py:389(_insert_cast_defn)
       11    0.000    0.000    0.000    0.000 codegen.py:191(add_linking_library)
        3    0.000    0.000    0.000    0.000 functions.py:376(get_call_type)
        3    0.000    0.000    0.000    0.000 pythonapi.py:297(err_format)
       23    0.000    0.000    0.000    0.000 cgutils.py:208(_getvalue)
      123    0.000    0.000    0.000    0.000 typeinfer.py:504(<listcomp>)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:825(_find_arraycall)
       49    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 targets.py:264(add_analysis_passes)
        2    0.000    0.000    0.001    0.001 arrayobj.py:255(getiter_array)
      112    0.000    0.000    0.000    0.000 ir.py:792(get_targets)
       17    0.000    0.000    0.000    0.000 ir.py:910(__init__)
        7    0.000    0.000    0.000    0.000 dispatcher.py:323(get_overload)
       16    0.000    0.000    0.000    0.000 templates.py:890(resolve)
        4    0.000    0.000    0.000    0.000 base.py:345(nrt)
        1    0.000    0.000    0.000    0.000 arrayobj.py:179(populate_array)
        4    0.000    0.000    0.000    0.000 parfor.py:668(__init__)
       64    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       17    0.000    0.000    0.000    0.000 lowering.py:683(<listcomp>)
       27    0.000    0.000    0.000    0.000 callconv.py:398(_get_try_state)
        8    0.000    0.000    0.000    0.000 typed_passes.py:796(<listcomp>)
        3    0.000    0.000    0.000    0.000 arraydecl.py:171(generic)
      104    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        9    0.000    0.000    0.000    0.000 types.py:175(_to_string)
       22    0.000    0.000    0.000    0.000 inline_closurecall.py:241(_inline_closure)
        6    0.000    0.000    0.000    0.000 inspect.py:2627(args)
        5    0.000    0.000    0.000    0.000 cgutils.py:884(pointer_add)
       39    0.000    0.000    0.000    0.000 models.py:44(get_data_type)
       22    0.000    0.000    0.000    0.000 core.py:110(int)
       18    0.000    0.000    0.002    0.000 errors.py:299(highlight)
       24    0.000    0.000    0.000    0.000 core.py:146(bitcast)
       17    0.000    0.000    0.000    0.000 typeinfer.py:1005(seed_argument)
      114    0.000    0.000    0.000    0.000 utils.py:321(<genexpr>)
        8    0.000    0.000    0.000    0.000 templates.py:906(_resolve)
       16    0.000    0.000    0.000    0.000 controlflow.py:78(_non_empty_items)
       16    0.000    0.000    0.000    0.000 compiler_machinery.py:168(__init__)
        4    0.000    0.000    0.000    0.000 abstract.py:250(unify)
      100    0.000    0.000    0.000    0.000 npydecl.py:110(<listcomp>)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:1518(_patch_locals)
       24    0.000    0.000    0.000    0.000 types.py:246(intrinsic_name)
       32    0.000    0.000    0.000    0.000 types.py:550(_to_string)
        5    0.000    0.000    0.000    0.000 misc.py:212(__init__)
       17    0.000    0.000    0.000    0.000 cgutils.py:429(if_likely)
        4    0.000    0.000    0.000    0.000 executionengine.py:189(_raw_object_cache_getbuffer)
        7    0.000    0.000    0.000    0.000 funcdesc.py:114(llvm_cpython_wrapper_name)
       14    0.000    0.000    0.000    0.000 dispatcher.py:65(default_handler)
       12    0.000    0.000    0.000    0.000 module.py:230(_dispose)
       14    0.000    0.000    0.001    0.000 pythonapi.py:526(long_from_longlong)
       55    0.000    0.000    0.000    0.000 byteflow.py:1248(get_varname)
        2    0.000    0.000    0.000    0.000 npyimpl.py:458(generate)
       15    0.000    0.000    0.000    0.000 abstract.py:424(_literal_init)
       11    0.000    0.000    0.000    0.000 cgutils.py:647(unpack_tuple)
        6    0.000    0.000    0.000    0.000 pythonapi.py:711(list_append)
        1    0.000    0.000    0.002    0.002 lowering.py:447(lower_setitem)
        4    0.000    0.000    0.001    0.000 arrayobj.py:70(_make_refs)
        1    0.000    0.000    0.001    0.001 arrayobj.py:328(basic_indexing)
      108    0.000    0.000    0.000    0.000 npydecl.py:64(<genexpr>)
        4    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
       13    0.000    0.000    0.000    0.000 base.py:535(get_constant_null)
        3    0.000    0.000    0.000    0.000 cpu.py:95(get_env_body)
    27/19    0.000    0.000    0.191    0.010 codegen.py:123(_ensure_finalized)
        6    0.000    0.000    0.000    0.000 pythonapi.py:643(bool_from_long)
       46    0.000    0.000    0.000    0.000 bytecode.py:80(is_jump)
        2    0.000    0.000    0.001    0.000 functools.py:741(<listcomp>)
       37    0.000    0.000    0.000    0.000 byteflow.py:1301(get_outgoing_edgepushed)
        3    0.000    0.000    0.001    0.000 listobj.py:327(from_meminfo)
        8    0.000    0.000    0.000    0.000 funcdesc.py:83(lookup_module)
       44    0.000    0.000    0.000    0.000 postproc.py:65(__init__)
       49    0.000    0.000    0.000    0.000 inline_closurecall.py:746(_make_debug_print)
      131    0.000    0.000    0.000    0.000 values.py:568(personality)
        3    0.000    0.000    0.000    0.000 pythonapi.py:854(gil_ensure)
       10    0.000    0.000    0.000    0.000 passmanagers.py:17(_dispose)
       11    0.000    0.000    0.001    0.000 dispatcher.py:629(typeof_pyval)
        4    0.000    0.000    0.000    0.000 arrayobj.py:56(make_array)
      168    0.000    0.000    0.000    0.000 compiler_machinery.py:134(get_required_set)
      186    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        6    0.000    0.000    0.000    0.000 pythonapi.py:725(list_getitem)
        6    0.000    0.000    0.000    0.000 pythonapi.py:908(object_reset_private_data)
        4    0.000    0.000    0.001    0.000 funcdesc.py:163(_from_python_function)
       75    0.000    0.000    0.000    0.000 interpreter.py:354(code_locals)
        4    0.000    0.000    0.005    0.001 untyped_passes.py:118(run_pass)
       18    0.000    0.000    0.002    0.000 errors.py:287(code)
        3    0.000    0.000    0.000    0.000 typeinfer.py:276(__call__)
        4    0.000    0.000    0.000    0.000 cpu.py:142(post_lowering)
        6    0.000    0.000    0.000    0.000 containers.py:434(unify)
        4    0.000    0.000    0.016    0.004 untyped_passes.py:79(run_pass)
       18    0.000    0.000    0.002    0.000 errors.py:296(indicate)
       12    0.000    0.000    0.000    0.000 cgutils.py:415(is_null)
        4    0.000    0.000    0.000    0.000 typed_passes.py:329(run_pass)
       10    0.000    0.000    0.000    0.000 transforms.py:25(opt_level)
       18    0.000    0.000    0.003    0.000 errors.py:293(filename)
        5    0.000    0.000    0.001    0.000 consts.py:47(_fail)
        3    0.000    0.000    0.012    0.004 lowering.py:246(create_cfunc_wrapper)
        1    0.000    0.000    0.001    0.001 arrayobj.py:469(setitem_array)
        4    0.000    0.000    0.010    0.003 ssa.py:26(reconstruct_ssa)
       10    0.000    0.000    0.000    0.000 types.py:507(format_constant)
       25    0.000    0.000    0.000    0.000 functions.py:485(__hash__)
       18    0.000    0.000    0.000    0.000 pythonapi.py:1298(get_null_object)
       10    0.000    0.000    0.000    0.000 dispatcher.py:276(nopython_signatures)
        8    0.000    0.000    0.000    0.000 ssa.py:415(_stmt_index)
       76    0.000    0.000    0.000    0.000 ir.py:1621(__repr__)
        2    0.000    0.000    0.001    0.000 typeinfer.py:761(__call__)
       10    0.000    0.000    0.000    0.000 transforms.py:71(loop_vectorize)
       25    0.000    0.000    0.000    0.000 ir.py:948(__init__)
       92    0.000    0.000    0.000    0.000 tracing.py:205(noevent)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:89(run_finalizer)
        3    0.000    0.000    0.000    0.000 models.py:460(as_data)
        4    0.000    0.000    0.087    0.022 codegen.py:513(_finalize_specific)
        2    0.000    0.000    0.001    0.000 functools.py:729(_compose_mro)
        6    0.000    0.000    0.002    0.000 listobj.py:52(dirty)
     15/7    0.000    0.000    0.000    0.000 ssa.py:403(_find_def_from_bottom)
        4    0.000    0.000    0.082    0.021 passmanagers.py:93(run)
        9    0.000    0.000    0.000    0.000 models.py:915(traverse)
        2    0.000    0.000    0.000    0.000 npyimpl.py:447(__init__)
      160    0.000    0.000    0.000    0.000 compiler_machinery.py:96(get_analysis_usage)
        4    0.000    0.000    0.000    0.000 context.py:106(meminfo_new_varsize_dtor)
       38    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
       10    0.000    0.000    0.000    0.000 transforms.py:48(inlining_threshold)
       64    0.000    0.000    0.000    0.000 instructions.py:282(cond)
        9    0.000    0.000    0.000    0.000 models.py:520(<listcomp>)
        3    0.000    0.000    0.000    0.000 byteflow.py:906(op_FOR_ITER)
       13    0.000    0.000    0.000    0.000 listobj.py:175(value)
       26    0.000    0.000    0.000    0.000 ir.py:801(__init__)
       44    0.000    0.000    0.000    0.000 postproc.py:34(__init__)
       41    0.000    0.000    0.000    0.000 typeinfer.py:182(__init__)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 common.py:48(__init__)
        7    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
        3    0.000    0.000    0.102    0.034 lowering.py:233(create_cpython_wrapper)
        4    0.000    0.000    0.000    0.000 callconv.py:345(return_value)
        4    0.000    0.000    0.001    0.000 codegen.py:611(add_module)
        5    0.000    0.000    0.000    0.000 typeof.py:162(_typeof_list)
       22    0.000    0.000    0.000    0.000 ir.py:926(__init__)
       16    0.000    0.000    0.000    0.000 controlflow.py:79(<listcomp>)
